entity_name,entity_type
Federalnoe Kazennoe Predpriiatie Avangard,Entity
Alexey Ivanovich Isaykin,Individual
Ooo Soft Plyus,Entity
Joint Stock Company Scientific Production Enterprise Salyut,Entity
Igor Vladimirovich Kuzmenko,Individual
Joint Stock Company 41 Central Plant Of The Railway Technology,Entity
Open Joint Stock Company Rogachevsky Zavod Diaproektor,Entity
Military Engineering Centre Limited Liability Company,Entity
Federal State Enterprise Amur Cartridge Plant Vympel,Entity
Design Bureau Of Chemical Machine Building Kbkhm,Entity
Joint Stock Company Zavolzhsky Crawler Vehicle Plant,Entity
Marat Khanbalevich Gabitov,Individual
Hayri Tahirbeyoglu,Individual
Joint Stock Company Stratim,Entity
Vildan Khanifovich Zinurov,Individual
Limited Liability Company Nornickel Sfera,Entity
Obshchestvo S Ogranichennoi Otvetstvennostyu Nn Development,Entity
Obshchestvo S Ogranichennoi Otvetstvennostyu Raspadskaya Ugolnaya Kompaniya,Entity
Obshchestvo S Ogranichennoi Otvetstvennostyu Shakhta Esaulskaya,Entity
Obshchestvo S Ogranichennoi Otvetstvennostyu Shakhta Alardinskaya,Entity
Aktsionernoe Obshchestvo Obyedinennaya Ugolnaya Kompaniya Yuzhkuzbassugol,Entity
Spe Ou,Entity
Konstantin Svyatoslavovich Kalinov,Individual
Aleksandr Aleksandrovich Pushkov,Individual
Dalkos Co Ltd,Entity
Fepood Electronics Hk Co Limited,Entity
Asia Material Solutions Company Limited,Entity
Mikhail Vladimirovich Kolesnikov,Individual
Trv Engineering Jsc,Entity
Obshchestvo S Ogranichennoi Otvetstvennostyu Konstruktorskoe Byuro Vostok,Entity
Aktsionernoe Obshchestvo Evraz Vanadi Tula,Entity
Aktsionernoe Obshchestvo Evraz Obedinenny Zapadno Sibirski Metallurgicheski Kombinat,Entity
Aktsionernoe Obshchestvo Evraz Nizhnetagilski Metallurgicheski Kombinat,Entity
Russian Artificial Intelligence Research Institute Of The Russian Academy Of Sciences,Entity
Aktsionernoe Obshchestvo Zavod Rekond,Entity
Aktsionernoe Obshchestvo Evraz Kachkanarski Gorno Obogatitelny Kombinat,Entity
Ao Evraz Market,Entity
Obshchestvo S Ogranichennoi Otvetstvennostyu Evrazkholding Finans,Entity
Hk Cinty Co Limited,Entity
Ll Electronic Limited,Entity
Obshchestvo S Ogranichennoi Otvetstvennostyu Institut Gipronikel,Entity
Limited Liability Company Nornikel Technical Services,Entity
Obshchestvo S Ogranichennoi Otvetstvennostyu Vostokgeologiya,Entity
Obshchestvo S Ogranichennoi Otvetstvennostyu Zapolyarnaya Stroitelnaya Kompaniya,Entity
Obshchestvo S Ogranichennoi Otvetstvennostyu Pechengskoe Stroitelnoe Obedinenie,Entity
Obshchestvo S Ogranichennoi Otvetstvennostyu Norilski Obespechivayushchi Kompleks,Entity
Obshchestvo S Ogranichennoi Otvetstvennostyu Norilsknikelremont,Entity
Joint Stock Company Kt - Unmanned Systems,Entity
Hong Kong Yayang Trading Limited,Entity
Limited Liability Company Nornickel Sputnik,Entity
New Wally Target International Trade Co Limited,Entity
Most Development Limited,Entity
Kira International Trade Co Limited,Entity
Grun Group Co Limited,Entity
Confienza Gida Pazarlama Ve Ticaret Anonim Sirketi,Entity
Enutek Makina Sanayi Ve Ticaret Limited Sirketi,Entity
Aspectriym Limited Trade Development,Entity
Feva Dis Ticaret Limited Sirketi,Entity
Hidropark Hidrolik Pnomatik San Ve Tic Ltd Sti,Entity
Ace Era Co Limited,Entity
Prikladnye Tekhnologii,Entity
Autonomous Non Profit Organization Artificial Intelligence Research Institute,Entity
Joint Stock Company Eka,Entity
Federal Autonomous Enterprise The Central Aerohydrodynamic Institute Named After Professor Ne Zhukovsky,Entity
Open Joint Stock Company Gubakhinskiy Koks,Entity
Limited Liability Company Upravlyayushchaya Kompaniya Mechel Maining,Entity
Meta Cnc Sanayi Ve Ticaret Limited Sirketi,Entity
Limited Liability Company Shakhta N 12,Entity
Limited Liability Company Combit,Entity
Joint Stock Company Chernigovets,Entity
Limited Liability Company Spetsproekt 2,Entity
Fulvio Salvadori,Individual
Dein Danismanlik Pazarlama Ve Ticaret Anonim Sirketi,Entity
Limited Liability Company Stotechno,Entity
Limited Liability Company Shakhtoupravleniye Maiskoye,Entity
Limited Liability Company Quantum,Entity
Joint Stock Company Razrez Shestaki,Entity
Joint Stock Company Holdingovaya Kompaniya Sds Ugol,Entity
Limited Liability Company Katrade,Entity
Limited Liability Company Mint,Entity
Limited Liability Company Maigeoprom,Entity
Joint Stock Company Salek,Entity
Limited Liability Company Shakhta Listvyazhnaya,Entity
Limited Liability Company Elesar Grupp,Entity
Public Joint Stock Company Korshunov Mining Plant,Entity
Radiofid Systems,Entity
Agu Information Technology Co Limited,Entity
Ste Sokamar Shipping Agency,Entity
Limited Liability Company Ekropromstroy,Entity
Shenzhen Huashuo Semiconductor Co Ltd,Entity
Chengdu Jingxin Technology Co Ltd,Entity
Limited Liability Company Protektor,Entity
Yevgeniya Alekseyevna Belousova,Individual
Joint Stock Company Proizvodstvennoe Obyedinenie Kristall,Entity
Limited Liability Company Yakutskaya Rudnaya Kompaniya,Entity
Joint Stock Company Holding Company Yakutugol,Entity
Limited Liability Company Obyedineniye Postavshikov,Entity
Open Joint Stock Company Moskovskii Yuvelirnyi Zavod,Entity
Alice Components Co Limited,Entity
Limited Liability Company Mechel Informatsionnyye Tekhnologii,Entity
Limited Liability Company Kapital Grupp,Entity
Limited Liability Company Liquified Natural Gas Yakutia,Entity
Limited Liability Company Chelyabinskiy Zavod Po Proizvodstvu Koksokhimicheskoy Produktsii,Entity
Limited Liability Company Sol Group,Entity
Joint Stock Company Scientific Production Association Orion,Entity
Limited Liability Company Vostochno Sibirskaya Kompaniya,Entity
Limited Liability Company Yatek Invest,Entity
Joint Stock Company Geofizica Cosmos,Entity
Atran Limited Liability Company,Entity
Joint Stock Company Stratim Tech,Entity
Igor Borisovich Aksenov,Individual
Limited Liability Company Volga Dnepr Airlines,Entity
Joint Stock Company Research Production Enterprise Kvant,Entity
Stratim Limited Liability Company,Entity
Nikita Vladimirovich Gusev,Individual
Gleb Sergeyevich Cherbov,Individual
Vladislav Faridovich Guzey,Individual
Reinolds Inzhiniring,Entity
Obshchestvo S Ogranichennoi Otvetstvennostiu Reinolds,Entity
Dmitrii Sergeevich Sorokin,Individual
Sergei Ivanovich Shklianik,Individual
Joint Stock Company Electronic Company Elkus,Entity
Russian Academy Of Sciences Siberian Branch Khristianovich Institute Of Theoretical And Applied Mechanics,Entity
Dmitrii Aleksandrovich Baranov,Individual
Joint Stock Company Research And Production Space Centre Progress,Entity
Kirill Ivanovich Sypalo,Individual
Airbridgecargo Airlines Limited Liability Company,Entity
Nikolai Alekseevich Korobko,Individual
Obshchestvo S Ogranichennoi Otvetstvennostiu Norgau Russland,Entity
Chip Expert Limited Liability Company,Entity
Limited Liability Company Kler End Klarte,Entity
Yiwu Weishuo Import And Export Co Ltd,Entity
Limited Liability Company Mtm Proizvodstvo,Entity
Public Joint Stock Company Yakutskaya Toplivno Energeticheskaya Kompaniya,Entity
Limited Liability Company Yatek Logistika,Entity
White Fox Ship Management Fzco,Entity
S M S Telecom Fzco,Entity
Industrial Technologies Group France,Entity
Giulio Sfoglietti,Individual
Pavel Andreyevich Belousov,Individual
Whitestone Bilism Tic Ve Sanayi Ltd Sti,Entity
Vladislav Vladimirovich Belobrov,Individual
Aleksandr Olegovich Kalinin,Individual
K A Volodin Instrument Engineering Plant Federal State Unitary Enterprise,Entity
Joint Stock Company Oktava,Entity
Limited Liability Company Research And Development Center Ecopromsertifika,Entity
Sergei Timofeevich Khvoshch,Individual
Gredstone Pte Ltd,Entity
Aleksandr Fedorovich Ilyushchenko,Individual
Istok Engineering And Construction Joint Stock Company,Entity
Joint Stock Company Research Institute For Automated Apparatus Named After Academician V S Semenikhin,Entity
Limited Liability Company Volga Dnepr Moscow,Entity
Stefan Anton Wolf,Individual
Dongguan Shengyin Cnc Equipment Co Ltd,Entity
Limited Liability Company Tvk,Entity
Limited Liability Company Sp Romantika,Entity
Limited Liability Company Asr,Entity
Joint Stock Company Stroiservis,Entity
Guangzhou Chiphome Information Technology Limited,Entity
Limited Liability Company Sibirskiy Institut Gornovo Dela,Entity
Limited Liability Company Belovskii Promyshlennyi Zheleznodorozhnyi Transport,Entity
Joint Stock Company Galichskii Avtokranovyi Zavod,Entity
Grigoriy Aleksandrovich Gurov,Individual
Limited Liability Company Mezhregionstroy,Entity
Limited Liability Company Beltrans,Entity
Limited Liability Company Brizant,Entity
Sky Walk Company Fzco,Entity
Limited Liability Company Servisnyy Tsentr Sds Ugol,Entity
Stroyservice Trading Limited,Entity
Limited Liability Company Torgovyy Dom Sds Treyd,Entity
Limited Liability Company Uralkran,Entity
Limited Liability Company Razrez Berezovskiy,Entity
Public Joint Stock Company Ugolnaya Kompaniya Yuzhnyi Kuzbass,Entity
Kayra Elektronik Limited Sirketi,Entity
Limited Liability Company Sakha Doich Diaman,Entity
Time Art International Limited,Entity
Hengye Tech Limited,Entity
Ylh Electronics Hk Co Limited,Entity
Limited Liability Company Khaverim,Entity
Zakrytoe Aktsionernoe Obshchestvo Nauchno Vnedrencheskoe Predpriyatie Bolid,Entity
Matrix Metal Group Korlatolt Felelossegu Tarsasag Felszamolas Alatt,Entity
Noratec Holdings Ltd,Entity
Aktsionernoe Obshchestvo Displei Komponent,Entity
Aktsionernoe Obshchestvo Opytnoe Konstruktorskoe Byuro Eksiton,Entity
Limited Liability Company Eksiton,Entity
Limited Liability Company Stroyitelnaya Dnouglubitelnaya Kompania,Entity
Exiton,Entity
Joint Stock Company Omskiy Nauchno Issledovatelskiy Institut Priborostroeniya,Entity
Khimtreid,Entity
Rostar Research And Production Association Limited Liability Company,Entity
Mirage Air Craft Services Sole Proprietorship Llc,Entity
Limited Liability Company Eliks M,Entity
Moscow Exchange,Entity
Otar Anzorovich Romanov Partskhaladze,Individual
Publichnoe Aktsionernoe Obschestvo Magnitogorskiy Metallurgicheskiy Kombinat,Entity
Limited Liability Company Energeticheskaya Kompaniya Sibmaining,Entity
Platin Group Machine Manufacturing International Company Ltd,Entity
Elektroradiokomponenty Severo Zapad,Entity
Limited Liability Company Trade Industrial Complex Rzm,Entity
Limited Liability Company Razrez Permyakovskiy,Entity
Anna Stanislavovna Molchanova,Individual
Limited Liability Company Remstal,Entity
Comus Fzco,Entity
Comus International Fzco,Entity
Waterfall Engineering Ltd,Entity
Shenzhen Shenchuanghui Technology Co Ltd,Entity
Lett Tronic Group Limited,Entity
Hwacheng Co Limited,Entity
Joint Stock Company Nauchno Issledovatelskii Institut Stali,Entity
M Star International Trading Co Ltd,Entity
General Technology Group Dalian Machine Tool Import & Export Co Ltd,Entity
Beijing Timingtron Corporation,Entity
Limited Liability Company Legion Komplekt,Entity
Limited Liability Company Studiya Piksadzhio,Entity
Kirill Viktorovich Markin,Individual
O G Services Fze Limited Liability Company,Entity
Limited Liability Company Rustekh Td,Entity
Publichnoe Aktsionernoe Obshchestvo Raspadskaya,Entity
Dongguan Binong Technology Co Ltd,Entity
Novatek China Holdings Co Ltd,Entity
Exgo International Fzco,Entity
Limited Liability Company Mensor Grupp,Entity
Limited Liability Company Yakutstroiproekt,Entity
Limited Liability Company Mezhregionstroy Rvs,Entity
Limited Liability Company Sovmestnoe Predpriyatie Barzasskoye Tovarishtestvo,Entity
Joint Stock Company Sibugolinvest,Entity
Joint Stock Company Exmash,Entity
Joint Stock Company Mechel Maining,Entity
Limited Liability Company Mezhregiongidrostroy,Entity
Limited Liability Company Iteco Kran,Entity
Limited Liability Company Regionalnye Proektno Stroitelnye Sistemy,Entity
Limited Liability Company Mtm Pro,Entity
Limited Liability Company Sds Innovatsii,Entity
Limited Liability Company Profi Glass Plus,Entity
Limited Liability Company Epleks Grupp,Entity
Joint Stock Company Oktoglass,Entity
Aleksandr Sergeyevich Ershov,Individual
Limited Liability Company Interregiongasconstruction,Entity
Limited Liability Company Sd Rud,Entity
Limited Liability Company Techstroykompleks,Entity
Mezhregionstroj Ooo Magyarorszagi Fioktelepe,Entity
Limited Liability Company Armor Engineering,Entity
Limited Liability Company Power Of Yakutia,Entity
Closed Joint Stock Company Smm,Entity
Allchips Limited,Entity
Joint Stock Company Technoros,Entity
Alexandre Orloff,Individual
Ltd. Foshan Golden Age Motor Technology Co.,Entity
Ojsc Vladimir Radio Communications Design Bureau,Entity
Scientific Production Association Computing Systems,Entity
Joint Stock Company 31 State Design Institute For Special Construction,Entity
Limited Liability Company Mekhatronika,Entity
Centre Of Financial Technologies Group,Entity
Atol,Entity
Diasoft Ltd,Entity
Kugel Limited Liability Company,Entity
Joint Stock Company Akmetron,Entity
Limited Liability Company Vektor Iks,Entity
Palitrumlab Limited Liability Company,Entity
Limited Liability Company Head Point,Entity
Elprom Limited Liability Company,Entity
Limited Liability Company Pt Elektronik,Entity
Proteh Co Ltd,Entity
Radioline Ltd,Entity
Limited Liability Company Kb Rus,Entity
Joint Stock Company Aerocon,Entity
Nauchno Issledovatelskaya Laboratoriya Aerokosmicheskoi Tekhniki Dosaaf,Entity
Joint Stock Company Research And Production Center Nii Microdevices,Entity
Research And Production Association Lepton,Entity
Scientific Research Institute For Optoelectronic Instrument Engineering,Entity
Alexander Franz Josef Lins,Individual
Lmg Lighthouse Trust Reg,Entity
Limited Liability Company Micropribor,Entity
One Asset Management Ag,Entity
Anton Daniel Wyss,Individual
Audax Trust Consulting Establishment,Entity
Joint Stock Company Special Design Bureau Of The Russian Ministry Of Defense,Entity
46Th Central Research And Development Institute Of The Ministry Of Defense,Entity
Federal State Governmental Institution 27 Central Research Institute Of The Ministry Of Defense Of The Russian Federation,Entity
Limited Liability Company Uraldronzavod,Entity
Federal State Governmental Institution 4 Central Research Institute Of The Ministry Of Defense Of The Russian Federation,Entity
Limited Liability Company Company Scan,Entity
Limited Liability Company Etm Photonics,Entity
Limited Liability Company Tc Element,Entity
Limited Liability Company Alfa Instruments,Entity
Limited Liability Company Afinor,Entity
Scientific And Production Association State Institute Of Applied Optics,Entity
Limited Liability Company 4Test,Entity
Joint Stock Company Research Institute Of Polymeric Material,Entity
Ao Npp Sait,Entity
Limited Liability Company Npk Tesart,Entity
Fgup Po Oktyabr,Entity
Limited Liability Company Umnyi Sklad,Entity
Snabinter,Entity
Katod,Entity
Limited Liability Company Vector,Entity
Swiss Luxury Fze,Entity
Bright Universe International Limited,Entity
Universal Gold Hong Kong Limited,Entity
Shams Gold Trading Fze,Entity
Fagima Fresatrici Spa,Entity
Trio Jewells Llc,Entity
Xin Quan Electronics Co Limited,Entity
Paloma Precious Dmcc,Entity
Smart Kit Technology Limited,Entity
Siliborn Technology Limited,Entity
Shanghai Techinital Materials Co Ltd,Entity
Digital Marketing Awards Fz Llc,Entity
Aktsionernoe Obshchestvo Korporatsiya Galaktika,Entity
Dougong Trading Hong Kong Limited,Entity
9105 2829 Quebec Inc,Entity
Alexandre Orloff Ltd,Entity
Zvigeni Technological Systems Limited,Entity
Inzhiniring Grupp Ooo,Entity
Hongkong Chip Line International Co,Entity
Massimo Falchini,Individual
Green Chip Limited Liability Company,Entity
Open Joint Stock Company Mstator,Entity
Maveriks,Entity
Federal State Budgetary Institution Technological Institution For Superhard And Novel Carbon Materials,Entity
Limited Liability Company Amitron Elektroniks,Entity
Limited Liability Company Intem Lab,Entity
Nauchno Proizvodstvennoe Obyedinenie Gran,Entity
Zao Svetlana Ep,Entity
Limited Liability Company Dronoport,Entity
Limited Liability Company Tsifra,Entity
Limited Liability Company Eksikyushn Er Di Si,Entity
Limited Liability Company Simbirskoe Konstruktorskoe Byuro Piranya,Entity
Nauchno Proizvodstvennoe Predpriyatie Tomilinskii Elektronnyi Zavod,Entity
Sfera Jsc,Entity
Stc Soft Limited,Entity
Stc Innovations Limited,Entity
Speech Technology Center Limited,Entity
Jinhua Hairun Power Technology Co Ltd,Entity
Qingdao Hehuixin International Trade Co Ltd,Entity
Kribrum Jsc,Entity
Shenzhen Royo Technology Co Limited,Entity
Yitzhak Levi Filant,Individual
Hashomer Yosh,Entity
Elena Mikhaylovna Afanasyeva,Individual
Anton Sergeevich Anisimov,Individual
Konstantin Sergeyevich Kalashnikov,Individual
Andrey Vladimirovich Kiyashko,Individual
Elizaveta Yuryevna Brodskaia,Individual
Margarita Simonovna Simonyan,Individual
Aleksandr Vitalyevich Nezhentsev,Individual
Anastasiya Igorevna Yermoshkina,Individual
Aleksey Alekseyevich Garashchenko,Individual
Autonomous Non-Profit Organization Dialog Regions,Entity
Vladimir Grigoryevich Tabak,Individual
Autonomous Non-Profit Organization Dialog,Entity
Gotik Shipping Co,Entity
Plio Energy Cargo Shipping Opc Private Limited,Entity
Ali Ja'Farabadi,Individual
S.A. De C.V. Maquinas Edja,Entity
S.A. De C.V. Traver Permisionarios,Entity
Mg-Flot Limited Liability Company,Entity
Brandon Ernesto Herrera Medina,Individual
Santos Aldair Estrada Medina,Individual
Jahir Cazarin Ramos,Individual
Patricia Rivera Garcia,Individual
3D Modern Printing Press,Entity
